"Query","UTC DateTime","Response"
"preferred start date:",04/27/2017 05:21:24,"{""query"":""Preferred Start Date: "",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"graduation",04/27/2017 05:21:24,"{""query"":""Graduation"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"8.8cgpa",04/27/2017 05:21:24,"{""query"":""8.8CGPA"",""intents"":[{""intent"":""None"",""score"":0.394302338},{""intent"":""Interests"",""score"":0.06901806},{""intent"":""Education"",""score"":0.0459204428},{""intent"":""Internship"",""score"":0.0395802148},{""intent"":""languages"",""score"":0.0334190652},{""intent"":""extraCurricular"",""score"":0.0251033884},{""intent"":""skills"",""score"":0.017252285},{""intent"":""workExperience"",""score"":0.00729386276},{""intent"":""Research"",""score"":9.179704E-08}],""entities"":[]}"
": 3 weeks",04/27/2017 05:21:38,"{""query"":"": 3 weeks"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"dharan",04/27/2017 05:21:38,"{""query"":""dharan"",""intents"":[{""intent"":""None"",""score"":0.598172843},{""intent"":""Education"",""score"":0.167672873},{""intent"":""Interests"",""score"":0.106092796},{""intent"":""skills"",""score"":0.0232060142},{""intent"":""languages"",""score"":0.0180914},{""intent"":""Internship"",""score"":0.0059553883},{""intent"":""extraCurricular"",""score"":0.004157446},{""intent"":""workExperience"",""score"":0.0016657036},{""intent"":""Research"",""score"":7.784086E-09}],""entities"":[]}"
"& co., law firm, mumbai",04/27/2017 05:21:38,"{""query"":"" & Co., Law Firm, Mumbai        "",""intents"":[{""intent"":""extraCurricular"",""score"":0.478396446},{""intent"":""None"",""score"":0.289263785},{""intent"":""Internship"",""score"":0.123954758},{""intent"":""languages"",""score"":0.04356835},{""intent"":""Interests"",""score"":0.03964313},{""intent"":""workExperience"",""score"":0.01612588},{""intent"":""Education"",""score"":0.008504852},{""intent"":""skills"",""score"":0.00723765371},{""intent"":""Research"",""score"":2.8784136E-08}],""entities"":[]}"
"december, 2015",04/27/2017 05:21:38,"{""query"":""December, 2015"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"lakshmikumaran",04/27/2017 05:21:38,"{""query"":""Lakshmikumaran"",""intents"":[{""intent"":""None"",""score"":0.598172843},{""intent"":""Education"",""score"":0.167672873},{""intent"":""Interests"",""score"":0.106092796},{""intent"":""skills"",""score"":0.0232060142},{""intent"":""languages"",""score"":0.0180914},{""intent"":""Internship"",""score"":0.0059553883},{""intent"":""extraCurricular"",""score"":0.004157446},{""intent"":""workExperience"",""score"":0.0016657036},{""intent"":""Research"",""score"":7.784086E-09}],""entities"":[]}"
"academic qualifications and achievements",04/27/2017 05:21:39,"{""query"":""Academic Qualifications and Achievements "",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"internships",04/27/2017 05:21:39,"{""query"":""Internships"",""intents"":[{""intent"":""Internship"",""score"":0.492749661},{""intent"":""Education"",""score"":0.138005212},{""intent"":""None"",""score"":0.119951569},{""intent"":""Interests"",""score"":0.08239181},{""intent"":""skills"",""score"":0.05188654},{""intent"":""languages"",""score"":0.032485012},{""intent"":""extraCurricular"",""score"":0.010438201},{""intent"":""workExperience"",""score"":0.00137222547},{""intent"":""Research"",""score"":3.842369E-06}],""entities"":[]}"
"khaitan",04/27/2017 05:21:39,"{""query"":""Khaitan"",""intents"":[{""intent"":""None"",""score"":0.598172843},{""intent"":""Education"",""score"":0.167672873},{""intent"":""Interests"",""score"":0.106092796},{""intent"":""skills"",""score"":0.0232060142},{""intent"":""languages"",""score"":0.0180914},{""intent"":""Internship"",""score"":0.0059553883},{""intent"":""extraCurricular"",""score"":0.004157446},{""intent"":""workExperience"",""score"":0.0016657036},{""intent"":""Research"",""score"":7.784086E-09}],""entities"":[]}"
"(in reverse chronological order)",04/27/2017 05:21:39,"{""query"":""(in reverse chronological order)"",""intents"":[{""intent"":""None"",""score"":0.3381542},{""intent"":""Internship"",""score"":0.112376951},{""intent"":""extraCurricular"",""score"":0.0760993659},{""intent"":""Interests"",""score"":0.053253714},{""intent"":""languages"",""score"":0.04548212},{""intent"":""workExperience"",""score"":0.0160432011},{""intent"":""Education"",""score"":0.0151233561},{""intent"":""skills"",""score"":0.01071442},{""intent"":""Research"",""score"":1.15354709E-07}],""entities"":[]}"
", law firm, bangalore",04/27/2017 05:21:39,"{""query"":"", Law Firm, Bangalore "",""intents"":[{""intent"":""None"",""score"":0.321369827},{""intent"":""Internship"",""score"":0.09848246},{""intent"":""extraCurricular"",""score"":0.06288956},{""intent"":""Interests"",""score"":0.0538954549},{""intent"":""languages"",""score"":0.04469374},{""intent"":""Education"",""score"":0.0205577035},{""intent"":""workExperience"",""score"":0.0149575658},{""intent"":""skills"",""score"":0.013331349},{""intent"":""Research"",""score"":2.09485052E-07}],""entities"":[]}"
"talwar",04/27/2017 05:21:54,"{""query"":""Talwar"",""intents"":[{""intent"":""None"",""score"":0.598172843},{""intent"":""Education"",""score"":0.167672873},{""intent"":""Interests"",""score"":0.106092796},{""intent"":""skills"",""score"":0.0232060142},{""intent"":""languages"",""score"":0.0180914},{""intent"":""Internship"",""score"":0.0059553883},{""intent"":""extraCurricular"",""score"":0.004157446},{""intent"":""workExperience"",""score"":0.0016657036},{""intent"":""Research"",""score"":7.784086E-09}],""entities"":[]}"
"may, 2015: 4 weeks",04/27/2017 05:21:54,"{""query"":""May, 2015: 4 weeks"",""intents"":[{""intent"":""None"",""score"":0.344392926},{""intent"":""Internship"",""score"":0.113904215},{""intent"":""extraCurricular"",""score"":0.07716351},{""intent"":""Interests"",""score"":0.0497649126},{""intent"":""languages"",""score"":0.0458075069},{""intent"":""workExperience"",""score"":0.0162529144},{""intent"":""Education"",""score"":0.0152315293},{""intent"":""skills"",""score"":0.010784083},{""intent"":""Research"",""score"":1.2389782E-07}],""entities"":[]}"
"thakore",04/27/2017 05:21:54,"{""query"":""Thakore"",""intents"":[{""intent"":""None"",""score"":0.598172843},{""intent"":""Education"",""score"":0.167672873},{""intent"":""Interests"",""score"":0.106092796},{""intent"":""skills"",""score"":0.0232060142},{""intent"":""languages"",""score"":0.0180914},{""intent"":""Internship"",""score"":0.0059553883},{""intent"":""extraCurricular"",""score"":0.004157446},{""intent"":""workExperience"",""score"":0.0016657036},{""intent"":""Research"",""score"":7.784086E-09}],""entities"":[]}"
", 2015: 4 weeks",04/27/2017 05:21:54,"{""query"":"", 2015: 4 weeks"",""intents"":[{""intent"":""None"",""score"":0.321369827},{""intent"":""Internship"",""score"":0.09848246},{""intent"":""extraCurricular"",""score"":0.06288956},{""intent"":""Interests"",""score"":0.0538954549},{""intent"":""languages"",""score"":0.04469374},{""intent"":""Education"",""score"":0.0205577035},{""intent"":""workExperience"",""score"":0.0149575658},{""intent"":""skills"",""score"":0.013331349},{""intent"":""Research"",""score"":2.09485052E-07}],""entities"":[]}"
"and associates, law firm, mumbai",04/27/2017 05:21:54,"{""query"":"" and Associates,  Law Firm, Mumbai "",""intents"":[{""intent"":""None"",""score"":0.3649497},{""intent"":""Internship"",""score"":0.128924638},{""intent"":""extraCurricular"",""score"":0.09186747},{""intent"":""languages"",""score"":0.04679362},{""intent"":""Interests"",""score"":0.0464310423},{""intent"":""workExperience"",""score"":0.0174637418},{""intent"":""Education"",""score"":0.011733612},{""intent"":""skills"",""score"":0.008970894},{""intent"":""Research"",""score"":7.861108E-08}],""entities"":[]}"
", ipr law firm,",04/27/2017 05:21:54,"{""query"":"", IPR Law Firm, "",""intents"":[{""intent"":""None"",""score"":0.37070787},{""intent"":""Internship"",""score"":0.0819474161},{""intent"":""extraCurricular"",""score"":0.0551168956},{""intent"":""Interests"",""score"":0.05469672},{""intent"":""languages"",""score"":0.0411360338},{""intent"":""Education"",""score"":0.0207587034},{""intent"":""workExperience"",""score"":0.0124483816},{""intent"":""skills"",""score"":0.0119377961},{""intent"":""Research"",""score"":9.2723E-08}],""entities"":[]}"
"arcolab",04/27/2017 05:22:09,"{""query"":""Arcolab"",""intents"":[{""intent"":""None"",""score"":0.598172843},{""intent"":""Education"",""score"":0.167672873},{""intent"":""Interests"",""score"":0.106092796},{""intent"":""skills"",""score"":0.0232060142},{""intent"":""languages"",""score"":0.0180914},{""intent"":""Internship"",""score"":0.0059553883},{""intent"":""extraCurricular"",""score"":0.004157446},{""intent"":""workExperience"",""score"":0.0016657036},{""intent"":""Research"",""score"":7.784086E-09}],""entities"":[]}"
"may, 2014: 4 weeks",04/27/2017 05:22:09,"{""query"":""May, 2014: 4 weeks"",""intents"":[{""intent"":""None"",""score"":0.344392926},{""intent"":""Internship"",""score"":0.113904215},{""intent"":""extraCurricular"",""score"":0.07716351},{""intent"":""Interests"",""score"":0.0497649126},{""intent"":""languages"",""score"":0.0458075069},{""intent"":""workExperience"",""score"":0.0162529144},{""intent"":""Education"",""score"":0.0152315293},{""intent"":""skills"",""score"":0.010784083},{""intent"":""Research"",""score"":1.2389782E-07}],""entities"":[]}"
"strides",04/27/2017 05:22:09,"{""query"":""Strides "",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"[",04/27/2017 05:22:09,"{""query"":""     ["",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"mobility india, ngo, bangalore",04/27/2017 05:22:09,"{""query"":""Mobility India, NGO, Bangalore                                         "",""intents"":[{""intent"":""None"",""score"":0.344392926},{""intent"":""Internship"",""score"":0.113904215},{""intent"":""extraCurricular"",""score"":0.07716351},{""intent"":""Interests"",""score"":0.0497649126},{""intent"":""languages"",""score"":0.0458075069},{""intent"":""workExperience"",""score"":0.0162529144},{""intent"":""Education"",""score"":0.0152315293},{""intent"":""skills"",""score"":0.010784083},{""intent"":""Research"",""score"":1.2389782E-07}],""entities"":[]}"
"october-november",04/27/2017 05:22:10,"{""query"":""October-November"",""intents"":[{""intent"":""None"",""score"":0.235302478},{""intent"":""extraCurricular"",""score"":0.07279992},{""intent"":""Interests"",""score"":0.06442922},{""intent"":""Internship"",""score"":0.0622858666},{""intent"":""Education"",""score"":0.0438076071},{""intent"":""languages"",""score"":0.04056457},{""intent"":""skills"",""score"":0.0227679089},{""intent"":""workExperience"",""score"":0.0113694891},{""intent"":""Research"",""score"":6.976212E-07}],""entities"":[]}"
", pharmaceutical company, bangalore",04/27/2017 05:22:10,"{""query"":"", Pharmaceutical Company, Bangalore "",""intents"":[{""intent"":""None"",""score"":0.321369827},{""intent"":""Internship"",""score"":0.09848246},{""intent"":""extraCurricular"",""score"":0.06288956},{""intent"":""Interests"",""score"":0.0538954549},{""intent"":""languages"",""score"":0.04469374},{""intent"":""Education"",""score"":0.0205577035},{""intent"":""workExperience"",""score"":0.0149575658},{""intent"":""skills"",""score"":0.013331349},{""intent"":""Research"",""score"":2.09485052E-07}],""entities"":[]}"
", 2013: 4 weeks",04/27/2017 05:22:10,"{""query"":"", 2013: 4 weeks"",""intents"":[{""intent"":""None"",""score"":0.321369827},{""intent"":""Internship"",""score"":0.09848246},{""intent"":""extraCurricular"",""score"":0.06288956},{""intent"":""Interests"",""score"":0.0538954549},{""intent"":""languages"",""score"":0.04469374},{""intent"":""Education"",""score"":0.0205577035},{""intent"":""workExperience"",""score"":0.0149575658},{""intent"":""skills"",""score"":0.013331349},{""intent"":""Research"",""score"":2.09485052E-07}],""entities"":[]}"
"blog posts",04/27/2017 05:22:24,"{""query"":""Blog Posts"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"ndia),",04/27/2017 05:22:24,"{""query"":""ndia), "",""intents"":[{""intent"":""None"",""score"":0.341266662},{""intent"":""Interests"",""score"":0.06797641},{""intent"":""Internship"",""score"":0.0484421141},{""intent"":""Education"",""score"":0.04546718},{""intent"":""languages"",""score"":0.03647516},{""intent"":""extraCurricular"",""score"":0.0289539825},{""intent"":""skills"",""score"":0.01935197},{""intent"":""workExperience"",""score"":0.008848434},{""intent"":""Research"",""score"":2.153538E-07}],""entities"":[]}"
"moot court experience",04/27/2017 05:22:24,"{""query"":""Moot Court Experience"",""intents"":[{""intent"":""workExperience"",""score"":0.199073642},{""intent"":""None"",""score"":0.164230168},{""intent"":""Internship"",""score"":0.09707188},{""intent"":""Interests"",""score"":0.0549583174},{""intent"":""Education"",""score"":0.0370420143},{""intent"":""languages"",""score"":0.0343629867},{""intent"":""extraCurricular"",""score"":0.0255060662},{""intent"":""skills"",""score"":0.0192907024},{""intent"":""Research"",""score"":8.727599E-08}],""entities"":[]}"
"[",04/27/2017 05:22:24,"{""query"":""       ["",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"publications and",04/27/2017 05:22:24,"{""query"":""Publications and "",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"eumind (",04/27/2017 05:22:24,"{""query"":""EUMIND ("",""intents"":[{""intent"":""None"",""score"":0.315307766},{""intent"":""Interests"",""score"":0.0790121853},{""intent"":""Education"",""score"":0.0779138058},{""intent"":""Internship"",""score"":0.0338448249},{""intent"":""languages"",""score"":0.0338244},{""intent"":""skills"",""score"":0.0275533814},{""intent"":""extraCurricular"",""score"":0.0184929},{""intent"":""workExperience"",""score"":0.007098802},{""intent"":""Research"",""score"":4.32473115E-07}],""entities"":[]}"
"hobbies",04/27/2017 05:22:25,"{""query"":""Hobbies"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"organizational experience & extra curricular activities",04/27/2017 05:22:25,"{""query"":""Organizational Experience & Extra Curricular Activities"",""intents"":[{""intent"":""extraCurricular"",""score"":0.6398038},{""intent"":""None"",""score"":0.136132866},{""intent"":""workExperience"",""score"":0.101270229},{""intent"":""Internship"",""score"":0.0903121457},{""intent"":""Interests"",""score"":0.0355559438},{""intent"":""languages"",""score"":0.0298013818},{""intent"":""Education"",""score"":0.0113747166},{""intent"":""skills"",""score"":0.007748247},{""intent"":""Research"",""score"":3.46133033E-09}],""entities"":[]}"
"june, 2013: 4 weeks",04/27/2017 05:22:25,"{""query"":""June, 2013: 4 weeks"",""intents"":[{""intent"":""None"",""score"":0.344392926},{""intent"":""Internship"",""score"":0.113904215},{""intent"":""extraCurricular"",""score"":0.07716351},{""intent"":""Interests"",""score"":0.0497649126},{""intent"":""languages"",""score"":0.0458075069},{""intent"":""workExperience"",""score"":0.0162529144},{""intent"":""Education"",""score"":0.0152315293},{""intent"":""skills"",""score"":0.010784083},{""intent"":""Research"",""score"":1.2389782E-07}],""entities"":[]}"
"additional qualifications and courses",04/27/2017 05:22:25,"{""query"":""Additional qualifications and Courses"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"pre-university achievements",04/27/2017 05:22:25,"{""query"":""Pre-University Achievements"",""intents"":[{""intent"":""None"",""score"":0.2657973},{""intent"":""extraCurricular"",""score"":0.09246554},{""intent"":""Internship"",""score"":0.0779389},{""intent"":""Interests"",""score"":0.0576032773},{""intent"":""languages"",""score"":0.0421481021},{""intent"":""Education"",""score"":0.028655896},{""intent"":""skills"",""score"":0.0168152545},{""intent"":""workExperience"",""score"":0.0128833065},{""intent"":""Research"",""score"":3.30772849E-07}],""entities"":[]}"
"seminars and workshops",04/27/2017 05:22:25,"{""query"":""Seminars and Workshops "",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"and activities",04/27/2017 05:22:25,"{""query"":"" and Activities"",""intents"":[{""intent"":""extraCurricular"",""score"":0.34038955},{""intent"":""None"",""score"":0.109853759},{""intent"":""Education"",""score"":0.06627472},{""intent"":""Interests"",""score"":0.06286573},{""intent"":""languages"",""score"":0.0319174454},{""intent"":""skills"",""score"":0.0319087},{""intent"":""Internship"",""score"":0.0318373181},{""intent"":""workExperience"",""score"":0.007033926},{""intent"":""Research"",""score"":6.297412E-07}],""entities"":[]}"
"areas of interest",04/27/2017 05:22:40,"{""query"":""AREAS OF INTEREST                              \n"",""intents"":[{""intent"":""Interests"",""score"":0.340526968},{""intent"":""None"",""score"":0.172758758},{""intent"":""Internship"",""score"":0.0392299555},{""intent"":""Education"",""score"":0.0370244645},{""intent"":""languages"",""score"":0.032952968},{""intent"":""extraCurricular"",""score"":0.0207138024},{""intent"":""skills"",""score"":0.0193579141},{""intent"":""workExperience"",""score"":0.00767020555},{""intent"":""Research"",""score"":1.25287414E-07}],""entities"":[]}"
"objective",04/27/2017 05:22:40,"{""query"":""OBJECTIVE                                               \n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"symbiosis law school, pune",04/27/2017 05:22:40,"{""query"":""SYMBIOSIS LAW SCHOOL, PUNE\n"",""intents"":[{""intent"":""None"",""score"":0.321369827},{""intent"":""Internship"",""score"":0.09848246},{""intent"":""extraCurricular"",""score"":0.06288956},{""intent"":""Interests"",""score"":0.0538954549},{""intent"":""languages"",""score"":0.04469374},{""intent"":""Education"",""score"":0.0205577035},{""intent"":""workExperience"",""score"":0.0149575658},{""intent"":""skills"",""score"":0.013331349},{""intent"":""Research"",""score"":2.09485052E-07}],""entities"":[]}"
"educational qualifications",04/27/2017 05:22:40,"{""query"":""EDUCATIONAL QUALIFICATIONS                   \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"pune",04/27/2017 05:22:40,"{""query"":""PUNE\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"and interests",04/27/2017 05:22:40,"{""query"":"" and Interests"",""intents"":[{""intent"":""Interests"",""score"":0.318429},{""intent"":""None"",""score"":0.139565885},{""intent"":""Education"",""score"":0.0561753362},{""intent"":""Internship"",""score"":0.0380708538},{""intent"":""languages"",""score"":0.0336403251},{""intent"":""skills"",""score"":0.02663398},{""intent"":""extraCurricular"",""score"":0.0190877188},{""intent"":""workExperience"",""score"":0.00778404577},{""intent"":""Research"",""score"":1.64163E-07}],""entities"":[]}"
"name: aishwarya amar",04/27/2017 05:22:40,"{""query"":""NAME: AISHWARYA AMAR\n"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"year",04/27/2017 05:22:41,"{""query"":""Year\n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"symbiosis international university",04/27/2017 05:22:41,"{""query"":""SYMBIOSIS INTERNATIONAL UNIVERSITY\n"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"degree (b.b.a-l.l.b )",04/27/2017 05:22:41,"{""query"":""Degree (B.B.A-L.L.B )\n"",""intents"":[{""intent"":""None"",""score"":0.4437063},{""intent"":""extraCurricular"",""score"":0.27833268},{""intent"":""Internship"",""score"":0.216089},{""intent"":""languages"",""score"":0.05073699},{""intent"":""Interests"",""score"":0.03279732},{""intent"":""workExperience"",""score"":0.0236703362},{""intent"":""skills"",""score"":0.00371446018},{""intent"":""Education"",""score"":0.00336183561},{""intent"":""Research"",""score"":8.295351E-09}],""entities"":[]}"
"g.p.a (on 4.0)",04/27/2017 05:22:41,"{""query"":""G.P.A (on 4.0)\n"",""intents"":[{""intent"":""None"",""score"":0.430167824},{""intent"":""Internship"",""score"":0.185056388},{""intent"":""extraCurricular"",""score"":0.152820587},{""intent"":""languages"",""score"":0.0499130376},{""intent"":""Interests"",""score"":0.0375635847},{""intent"":""workExperience"",""score"":0.0217088815},{""intent"":""Education"",""score"":0.00529065542},{""intent"":""skills"",""score"":0.00512089534},{""intent"":""Research"",""score"":1.97486081E-08}],""entities"":[]}"
"additional qualifications",04/27/2017 05:22:55,"{""query"":""ADDITIONAL QUALIFICATIONS                  \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"work experience",04/27/2017 05:22:55,"{""query"":""WORK EXPERIENCE \n"",""intents"":[{""intent"":""workExperience"",""score"":0.929145},{""intent"":""None"",""score"":0.0718623847},{""intent"":""Internship"",""score"":0.0545822531},{""intent"":""Education"",""score"":0.0504768044},{""intent"":""Interests"",""score"":0.0504111275},{""intent"":""languages"",""score"":0.0256168172},{""intent"":""skills"",""score"":0.0227827169},{""intent"":""extraCurricular"",""score"":0.0109604169},{""intent"":""Research"",""score"":6.217993E-07}],""entities"":[]}"
